idcom;idcomtxt;idreg;idregtxt;iddep;iddeptxt;epci24;epci24txt;scot;aav2020;aav2020txt;aav2020_typo;naf09art10;art09act10;art09hab10;art09mix10;art09rou10;art09fer10;art09inc10;naf10art11;art10act11;art10hab11;art10mix11;art10rou11;art10fer11;art10inc11;naf11art12;art11act12;art11hab12;art11mix12;art11rou12;art11fer12;art11inc12;naf12art13;art12act13;art12hab13;art12mix13;art12rou13;art12fer13;art12inc13;naf13art14;art13act14;art13hab14;art13mix14;art13rou14;art13fer14;art13inc14;naf14art15;art14act15;art14hab15;art14mix15;art14rou15;art14fer15;art14inc15;naf15art16;art15act16;art15hab16;art15mix16;art15rou16;art15fer16;art15inc16;naf16art17;art16act17;art16hab17;art16mix17;art16rou17;art16fer17;art16inc17;naf17art18;art17act18;art17hab18;art17mix18;art17rou18;art17fer18;art17inc18;naf18art19;art18act19;art18hab19;art18mix19;art18rou19;art18fer19;art18inc19;naf19art20;art19act20;art19hab20;art19mix20;art19rou20;art19fer20;art19inc20;naf20art21;art20act21;art20hab21;art20mix21;art20rou21;art20fer21;art20inc21;naf21art22;art21act22;art21hab22;art21mix22;art21rou22;art21fer22;art21inc22;naf22art23;art22act23;art22hab23;art22mix23;art22rou23;art22fer23;art22inc23;naf23art24;art23act24;art23hab24;art23mix24;art23rou24;art23fer24;art23inc24;naf09art24;art09act24;art09hab24;art09mix24;art09inc24;art09rou24;art09fer24;artcom0924;pop15;pop21;pop1521;men15;men21;men1521;emp15;emp21;emp1521;mepart1521;menhab1521;artpop1521;surfcom2024;groupe;surface_ha;artif_total_ha;artif_habitat_ha;artif_activites_ha;taux_artif;artif_par_habitant;part_habitat
26010;Anneyron;84;Auvergne-Rhône-Alpes;26;Drôme;200040491;Communauté de communes Porte de DrômArdèche;SCoT des Rives du Rhône;20;Roussillon;20;13860;973;9651;892;2343;0;1;13861;973;9652;893;2344;0;-1;17325;835;16489;0;0;0;1;12199;601;8774;2824;0;0;0;9607;601;6783;54;2169;0;0;38705;2625;25202;0;10877;0;1;13435;5020;6781;1201;433;0;0;4270;0;4270;0;0;0;0;3197;0;3192;0;5;0;0;13692;6664;5706;0;1322;0;0;3952;1000;2938;0;13;0;1;17719;12178;5541;0;0;0;0;37653;1799;35670;0;184;0;0;6752;838;5881;0;33;0;0;32694;367;31993;0;333;0;1;238921;34474;178523;5864;4;20056;0;0.65;3924;4136;212;1710;1869;159;1609;1582;-28;23.28;55.93;265.4;36539944;CC Porte de DrômArdèche;3653.9944;23.8921;17.8523;3.4474;0.6538625237083012;1126.9858490566037;74.72051431226221
26041;Beausemblant;84;Auvergne-Rhône-Alpes;26;Drôme;200040491;Communauté de communes Porte de DrômArdèche;SCoT des Rives du Rhône;20;Saint-Vallier;20;5257;1145;3607;7;498;0;0;5258;1145;3608;7;498;0;0;9271;0;9196;0;75;0;0;4081;0;4053;0;28;0;0;14166;0;12990;0;1176;0;0;3445;0;3272;0;173;0;0;0;0;0;0;0;0;0;94;0;94;0;0;0;0;5620;0;5620;0;0;0;0;8440;0;7641;0;799;0;0;2433;1138;1295;0;0;0;0;8371;2075;6131;0;165;0;0;4924;1854;3070;0;0;0;0;21607;15035;6456;0;116;0;0;5975;0;5765;0;210;0;0;98942;22392;72798;14;0;3738;0;0.84;1416;1435;19;567;602;35;691;698;7;16.83;16.84;1313.58;11765312;CC Porte de DrômArdèche;1176.5312;9.8942;7.2798;2.2392;0.8409636735515387;5207.473684210527;73.57643872167533
26083;Châteauneuf-de-Galaure;84;Auvergne-Rhône-Alpes;26;Drôme;200040491;Communauté de communes Porte de DrômArdèche;SCoT des Rives du Rhône;30;Commune hors attraction des villes;30;37887;13982;17678;1716;3719;0;792;37888;13983;17678;1717;3720;0;790;11715;6882;4833;0;0;0;0;27540;0;23406;0;4134;0;0;9997;2036;7813;0;148;0;0;82074;79574;2500;0;0;0;0;2000;0;2000;0;0;0;0;1597;0;1505;0;92;0;0;3388;882;2506;0;0;0;0;315;102;212;0;0;0;1;1089;54;1035;0;0;0;0;21454;10786;10668;0;0;0;0;3444;0;3444;0;0;0;0;7615;0;7608;0;7;0;0;6055;0;6055;0;0;0;0;254058;128281;108941;3433;1583;11820;0;1.39;1770;1817;47;646;691;45;690;760;71;38.87;25.1;634.96;18293567;CC Porte de DrômArdèche;1829.3567;25.4058;10.8941;12.8281;1.3887832810298835;5405.489361702128;42.88036590069984
26094;Claveyson;84;Auvergne-Rhône-Alpes;26;Drôme;200040491;Communauté de communes Porte de DrômArdèche;SCoT des Rives du Rhône;30;Commune hors attraction des villes;30;2931;0;1234;0;1697;0;0;2932;0;1234;0;1698;0;0;1714;0;1655;0;59;0;0;3582;0;3580;0;2;0;0;9872;6359;3513;0;0;0;0;133;0;133;0;0;0;0;3665;0;3665;0;0;0;0;5209;0;3520;1689;0;0;0;3010;0;3010;0;0;0;0;0;0;0;0;0;0;0;5579;0;4579;1000;0;0;0;4622;0;4622;0;0;0;0;0;0;0;0;0;0;0;8750;424;6129;1395;802;0;0;5252;0;5252;0;0;0;0;57251;6783;42126;4084;0;4258;0;0.35;877;904;27;358;378;20;181;191;10;13.58;10.31;817.96;16254964;CC Porte de DrômArdèche;1625.4964;5.7251;4.2126;0.6783;0.3522062552706976;2120.4074074074074;73.58124748912682
26118;Épinouze;84;Auvergne-Rhône-Alpes;26;Drôme;200040491;Communauté de communes Porte de DrômArdèche;SCoT des Rives du Rhône;20;Roussillon;20;2906;0;2906;0;0;0;0;2906;0;2906;0;0;0;0;15219;3810;9553;1745;111;0;0;1800;0;1800;0;0;0;0;10314;0;10314;0;0;0;0;2197;0;2197;0;0;0;0;571;0;571;0;0;0;0;7739;216;7518;0;5;0;0;35147;0;35043;0;104;0;0;12708;3566;9142;0;0;0;0;12576;260;12316;0;0;0;0;13459;3104;9807;0;548;0;0;57857;2862;53547;900;548;0;0;17027;0;16991;0;36;0;0;8409;125;4857;0;3427;0;0;200835;13943;179468;2645;0;4779;0;1.75;1594;1523;-71;650;642;-8;381;355;-26;-4.14;-1.08;-1157.75;11447175;CC Porte de DrômArdèche;1144.7175;20.0835;17.9468;1.3943;1.754450333815985;0.0;89.36091816665423
26133;Fay-le-Clos;84;Auvergne-Rhône-Alpes;26;Drôme;200040491;Communauté de communes Porte de DrômArdèche;SCoT des Rives du Rhône;30;Commune hors attraction des villes;30;925;0;925;0;0;0;0;925;0;925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500;0;1500;0;0;0;0;500;0;500;0;0;0;0;0;0;0;0;0;0;0;1304;0;1257;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000;0;2000;0;0;0;0;0;0;0;0;0;0;0;1353;0;1353;0;0;0;0;1000;0;1000;0;0;0;0;0;0;0;0;0;0;0;9507;0;9460;0;0;47;0;0.21;169;177;8;76;83;7;19;23;5;33.29;21.49;413.0;4540345;CC Porte de DrômArdèche;454.0345;0.9507;0.946;0.0;0.20938937459598334;1188.375;99.50562743241822
26143;Le Grand-Serre;84;Auvergne-Rhône-Alpes;26;Drôme;200040491;Communauté de communes Porte de DrômArdèche;SCoT des Rives du Rhône;30;Commune hors attraction des villes;30;1378;500;378;500;0;0;0;1378;500;378;500;0;0;0;1817;0;781;1036;0;0;0;4880;4880;0;0;0;0;0;0;0;0;0;0;0;0;1547;0;1000;0;547;0;0;0;0;0;0;0;0;0;57888;37656;20232;0;0;0;0;1094;0;1094;0;0;0;0;8088;2443;3515;0;0;0;2130;3586;0;3586;0;0;0;0;7014;0;6691;0;323;0;0;25684;8485;14718;0;2481;0;0;8522;0;8522;0;0;0;0;11161;0;9551;0;1610;0;0;134037;54464;70446;2036;2130;4961;0;0.54;902;924;22;386;422;36;282;284;3;5.02;10.25;3530.45;24879789;CC Porte de DrômArdèche;2487.9789;13.4037;7.0446;5.4464;0.5387384917130928;6092.590909090909;52.557129747756214
26148;Hauterives;84;Auvergne-Rhône-Alpes;26;Drôme;200040491;Communauté de communes Porte de DrômArdèche;SCoT des Rives du Rhône;30;Commune hors attraction des villes;30;14795;8289;4454;444;1607;0;1;14795;8289;4454;445;1607;0;0;4161;739;3422;0;0;0;0;11995;1375;10620;0;0;0;0;0;0;0;0;0;0;0;311220;270536;14209;0;26475;0;0;5956;3959;997;1000;0;0;0;505;0;505;0;0;0;0;3836;0;3800;0;36;0;0;33841;816;17389;0;1451;0;14185;9456;0;1885;0;0;0;7571;21704;4856;7285;7670;1893;0;0;24596;2504;20830;850;412;0;0;30449;25446;4621;0;44;0;338;445;0;445;0;0;0;0;487754;326809;94916;10409;22095;33525;0;1.59;1904;1887;-17;745;825;80;604;788;184;35.19;25.11;-4429.29;30720162;CC Porte de DrômArdèche;3072.0162;48.7754;9.4916;32.6809;1.5877325126084947;0.0;19.459809658147346
26155;Lapeyrouse-Mornay;84;Auvergne-Rhône-Alpes;26;Drôme;200040491;Communauté de communes Porte de DrômArdèche;SCoT des Rives du Rhône;20;Roussillon;20;4948;0;3376;1546;25;0;1;4948;0;3376;1546;26;0;0;10790;1000;9610;0;180;0;0;5697;821;4197;679;0;0;0;7554;0;3736;0;3818;0;0;4509;0;4509;0;0;0;0;10351;0;10351;0;0;0;0;4247;0;4247;0;0;0;0;2725;0;2725;0;0;0;0;1039;0;1039;0;0;0;0;402;402;0;0;0;0;0;5346;3998;1191;0;0;0;157;3336;0;3336;0;0;0;0;1596;0;1596;0;0;0;0;5108;0;2586;254;0;0;2268;72596;6221;55875;4025;2426;4049;0;0.63;1214;1199;-15;469;494;25;215;228;13;15.76;12.79;-1607.33;11486747;CC Porte de DrômArdèche;1148.6747;7.2596;5.5875;0.6221;0.6319979015817098;0.0;76.96705052619978
26160;Laveyron;84;Auvergne-Rhône-Alpes;26;Drôme;200040491;Communauté de communes Porte de DrômArdèche;SCoT des Rives du Rhône;12;Saint-Vallier;12;18286;10737;4195;0;3354;0;0;18287;10738;4195;0;3354;0;0;6681;0;2699;2467;1515;0;0;11156;1833;6375;2948;0;0;0;0;0;0;0;0;0;0;517;0;517;0;0;0;0;4192;0;3238;0;954;0;0;64062;53141;8479;2442;0;0;0;14379;0;13501;184;694;0;0;1822;0;1822;0;0;0;0;2283;2283;0;0;0;0;0;14211;707;9716;2573;1215;0;0;1129;0;799;0;330;0;0;3237;163;2650;0;424;0;0;4076;0;4076;0;0;0;0;164318;79602;62262;10614;0;11840;0;3.07;1145;1246;101;462;505;43;653;782;129;17.04;11.7;999.5;5354446;CC Porte de DrômArdèche;535.4446;16.4318;6.2262;7.9602;3.0688142153268516;1626.9108910891089;37.89116225854745
26162;Lens-Lestang;84;Auvergne-Rhône-Alpes;26;Drôme;200040491;Communauté de communes Porte de DrômArdèche;SCoT des Rives du Rhône;20;Beaurepaire;20;3543;0;3093;0;450;0;0;3544;0;3093;0;451;0;0;3463;0;3463;0;0;0;0;33906;33269;614;0;23;0;0;2286;0;2286;0;0;0;0;1000;0;1000;0;0;0;0;3333;0;3258;0;75;0;0;3875;0;3875;0;0;0;0;8836;0;2716;0;42;0;6078;28691;0;1200;0;81;0;27410;2763;0;2163;600;0;0;0;3383;0;2656;0;727;0;0;4170;0;4170;0;0;0;0;17176;7400;9286;0;490;0;0;2699;0;2699;0;0;0;0;122668;40669;45572;600;33488;2339;0;0.75;837;886;49;380;418;38;144;168;25;12.38;23.95;1038.39;16417333;CC Porte de DrômArdèche;1641.7333;12.2668;4.5572;4.0669;0.7471859162508308;2503.4285714285716;37.15068314474843
